cms_txn_sk,sales_cust_id,sales_tran_id,sales_order_id,sales_item_quantity,sales_order_dt,cms_store_sk,sales_store_id,sales_store_name,sales_channel,sales_region_name,cms_product_sk,sales_product_id,sales_product_name,sales_product_desc,sales_prd_style_id,sales_prd_style_name,sales_prd_style_desc,sales_prd_color_id,sales_prd_color_shade_name,sales_prd_size_id,sales_prd_size_name,sales_prd_fit,sales_prd_category_id,sales_prd_category_name,sales_prd_brand_id,sales_prd_brand_name,sales_csat,sales_sell_price,sales_discount_amt,promoter,detractor,passive,sales_launch_date,premium_prd,ship_mode,payment_preference,insert_dt,last_modified_dt,insert_by,last_modified_by,job_id,batch_id
5127,KB-16585,txn5124,CA-2015-149538,1,2019-12-30,167,Store_299,Store299,Online,South,1153,OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",null,2,Party,null,3,Other,3,Extra Large,Relaxed,CAT002,Office Supplies,null,Bounce,6,12.96,3.144330902,0,1,0,2019-10-05,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5128,DM-13015,txn5125,CA-2015-160766,8,2019-12-30,72,Store_030,Store030,Delivery,East,323,FUR-TA-10001039,KI Adjustable-Height Table,null,4,Party,null,3,Dark,2,Xtra Small,Tapered,CAT001,Furniture,null,Bounce,10,464.292,113.419727,1,0,0,2019-10-22,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5129,DM-13015,txn5126,CA-2015-160766,1,2019-12-30,72,Store_030,Store030,Delivery,East,851,OFF-EN-10001099,Staple envelope,null,2,Formal,null,3,Dark,2,Large,Slim,CAT002,Office Supplies,null,Bounce,10,68.46,12.60040541,1,0,0,2019-12-24,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5130,DM-13015,txn5127,CA-2015-160766,9,2019-12-30,72,Store_030,Store030,Delivery,East,1659,TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,null,3,Casual,null,1,Light,1,Extra Large,Slim,CAT003,Technology,null,Beautify,7,2799.96,360.7803494,0,0,1,2019-12-30,Y,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5131,DM-13015,txn5128,CA-2015-160766,7,2019-12-30,72,Store_030,Store030,Delivery,East,439,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,null,1,Casual,null,3,Bright,3,Small,Tapered,CAT002,Office Supplies,null,Bounce,10,601.3,11.30334426,1,0,0,2019-10-15,Y,First Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5132,DM-13015,txn5129,CA-2015-160766,10,2019-12-30,72,Store_030,Store030,Delivery,East,1722,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,null,3,Casual,null,4,Other,1,Extra Large,Relaxed,CAT003,Technology,null,Redash,10,16.99,4.068015061,1,0,0,2019-12-14,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5133,DM-13015,txn5130,CA-2015-160766,8,2019-12-30,72,Store_030,Store030,Delivery,East,1690,TEC-PH-10000526,Vtech CS6719,null,1,Casual,null,5,Light,2,Small,Tapered,CAT003,Technology,null,Trust Nom,10,287.97,9.211782463,1,0,0,2019-11-09,N,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5134,DM-13015,txn5131,CA-2015-160766,9,2019-12-30,72,Store_030,Store030,Delivery,East,1026,OFF-PA-10000213,Xerox 198,null,2,Formal,null,5,Other,3,Large,Slim,CAT002,Office Supplies,null,Bounce,7,44.82,10.63714547,0,0,1,2019-11-30,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5135,BP-11185,txn5132,CA-2018-146626,8,2019-12-30,82,Store_159,Store159,Online,West,225,FUR-FU-10002501,Nu-Dell Executive Frame,null,2,Hip-Hop,null,3,Bright,3,Extra Large,Tapered,CAT001,Furniture,null,Bounce,9,101.12,14.91393587,1,0,0,2019-10-20,N,Same Day,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5136,EP-13915,txn5133,CA-2016-123330,6,2019-12-30,101,Store_262,Store262,Delivery,South,1736,TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,null,4,Formal,null,4,Light,3,Xtra Small,Slim,CAT003,Technology,null,Beautify,9,107.976,3.463288479,1,0,0,2019-11-16,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5137,FG-14260,txn5134,CA-2018-155607,10,2019-12-30,72,Store_030,Store030,Curbside,East,414,OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,null,1,Party,null,5,Light,2,Large,Slim,CAT002,Office Supplies,null,Respont,9,58.73,0.658487292,1,0,0,2019-11-04,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5138,FG-14260,txn5135,CA-2018-155607,2,2019-12-30,72,Store_030,Store030,Curbside,East,771,OFF-BI-10003364,Binding Machine Supplies,null,3,Formal,null,5,Dark,1,Large,Regular,CAT002,Office Supplies,null,Aerodyne,9,93.344,6.215335322,1,0,0,2019-10-05,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5139,AB-10255,txn5136,CA-2017-151323,6,2019-12-30,162,Store_006,Store006,Curbside,West,926,OFF-FA-10002983,Advantus SlideClip Paper Clips,null,4,Party,null,4,Dark,3,Extra Large,Slim,CAT002,Office Supplies,null,Aerodyne,9,17.05,2.750042385,1,0,0,2019-12-30,N,First Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5140,RD-19480,txn5137,CA-2016-146696,1,2019-12-30,139,Store_189,Store189,Delivery,West,737,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,null,3,Hip-Hop,null,5,Bright,3,Large,Relaxed,CAT002,Office Supplies,null,Bounce,8,8.096,0.471202274,0,0,1,2019-10-05,N,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5141,TS-21430,txn5138,CA-2017-128972,5,2019-12-30,289,Store_336,Store336,Online,Central,247,FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",null,4,Casual,null,3,Light,2,Extra Large,Regular,CAT001,Furniture,null,Beautify,8,30.36,4.764429188,0,0,1,2019-12-30,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5142,JA-15970,txn5139,CA-2018-128335,8,2019-12-30,36,Store_185,Store185,Delivery,East,861,OFF-EN-10001539,Staple envelope,null,4,Formal,null,4,Dark,2,Extra Large,Tapered,CAT002,Office Supplies,null,Fostor,10,23.34,0.17468674,1,0,0,2019-12-14,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5143,JA-15970,txn5140,CA-2018-128335,6,2019-12-30,36,Store_185,Store185,Delivery,East,1285,OFF-PA-10004996,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",null,1,Formal,null,5,Bright,1,Extra Large,Relaxed,CAT002,Office Supplies,null,Godsub,8,51.55,9.949869201,0,0,1,2019-11-18,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5144,SW-20455,txn5141,CA-2016-154886,7,2019-12-30,181,Store_010,Store010,Delivery,West,1507,TEC-AC-10001956,Microsoft Arc Touch Mouse,null,1,Casual,null,1,Other,1,Extra Large,Tapered,CAT003,Technology,null,Bounce,9,119.9,18.96975223,1,0,0,2019-12-30,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5145,FP-14320,txn5142,CA-2017-111213,4,2019-12-30,72,Store_030,Store030,Delivery,East,56,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",null,2,Hip-Hop,null,3,Light,3,Medium,Slim,CAT001,Furniture,null,Bounce,9,1317.492,123.2934713,1,0,0,2019-10-05,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5146,FP-14320,txn5143,CA-2017-111213,6,2019-12-30,72,Store_030,Store030,Delivery,East,1422,OFF-SU-10000946,Staple remover,null,1,Casual,null,4,Light,3,Xtra Small,Regular,CAT002,Office Supplies,null,Beautify,10,63.84,3.600711002,1,0,0,2019-11-09,N,Same Day,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5147,FP-14320,txn5144,CA-2017-111213,9,2019-12-30,72,Store_030,Store030,Delivery,East,806,OFF-BI-10004140,Avery Non-Stick Binders,null,2,Hip-Hop,null,2,Bright,3,Small,Regular,CAT002,Office Supplies,null,Fostor,9,3.592,0.401907832,1,0,0,2019-11-16,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5148,JL-15835,txn5145,CA-2018-161333,6,2019-12-30,211,Store_063,Store063,Delivery,West,245,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",null,1,Casual,null,1,Dark,2,Medium,Tapered,CAT001,Furniture,null,Renow,8,86.26,16.02317508,0,0,1,2019-10-27,N,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5149,JL-15835,txn5146,CA-2018-161333,9,2019-12-30,211,Store_063,Store063,Delivery,West,1299,OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",null,2,Casual,null,2,Light,3,Large,Regular,CAT002,Office Supplies,null,Beautify,10,139.04,32.93198317,1,0,0,2019-12-30,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5150,JL-15835,txn5147,CA-2018-161333,10,2019-12-30,211,Store_063,Store063,Delivery,West,382,OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,null,3,Casual,null,1,Dark,1,Xtra Small,Regular,CAT002,Office Supplies,null,Bounce,8,46.8,3.283907765,0,0,1,2019-11-02,N,Same Day,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5151,JL-15175,txn5148,CA-2018-128734,6,2019-12-30,null,0,null,Curbside,null,193,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,null,1,Formal,null,1,Light,3,Large,Slim,CAT001,Furniture,null,Godsub,7,8.544,1.186580795,0,0,1,2019-10-20,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5152,JL-15175,txn5149,CA-2018-128734,10,2019-12-30,null,0,null,Curbside,null,70,FUR-CH-10001394,Global Leather Executive Chair,null,2,Party,null,4,Bright,1,Extra Large,Relaxed,CAT001,Furniture,null,Respont,9,842.376,45.33702654,1,0,0,2019-12-08,N,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5153,JG-15160,txn5150,CA-2015-141796,8,2019-12-30,371,Store_255,Store255,Delivery,East,1725,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,null,4,Formal,null,5,Light,2,Extra Large,Tapered,CAT003,Technology,null,Renow,10,1214.85,255.769306,1,0,0,2019-11-24,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5154,SH-19975,txn5151,CA-2018-125101,1,2019-12-30,181,Store_010,Store010,Online,West,1309,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",null,2,Formal,null,4,Other,1,Small,Relaxed,CAT002,Office Supplies,null,Bounce,8,67.78,9.522796893,0,0,1,2019-10-20,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5155,LS-17200,txn5152,CA-2018-169929,10,2019-12-30,null,0,null,Online,null,1363,OFF-ST-10002352,Iris Project Case,null,4,Party,null,2,Other,2,Medium,Relaxed,CAT002,Office Supplies,null,Catwomen,10,39.9,0.436596027,1,0,0,2019-12-30,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5156,CS-11860,txn5153,US-2015-121566,4,2019-12-30,136,Store_165,Store165,Delivery,East,826,OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,null,2,Hip-Hop,null,1,Dark,3,Small,Tapered,CAT002,Office Supplies,null,Trust Nom,9,2.688,0.627341584,1,0,0,2019-12-07,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5157,CS-11860,txn5154,US-2015-121566,6,2019-12-30,136,Store_165,Store165,Delivery,East,501,OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",null,2,Party,null,2,Light,3,Medium,Tapered,CAT002,Office Supplies,null,Bounce,7,6.6,0.411402229,0,0,1,2019-12-30,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5158,KW-16570,txn5155,US-2016-124219,8,2019-12-30,null,0,null,Delivery,null,729,OFF-BI-10002215,"Wilson Jones Hanging View Binder, White, 1""",null,3,Hip-Hop,null,5,Light,2,Medium,Relaxed,CAT002,Office Supplies,null,Trust Nom,9,28.4,6.026717982,1,0,0,2019-10-05,N,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5159,KW-16570,txn5156,US-2016-124219,3,2019-12-30,null,0,null,Delivery,null,150,FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",null,2,Casual,null,1,Light,1,Small,Regular,CAT001,Furniture,null,Trust Nom,9,212.94,0.273643295,1,0,0,2019-12-30,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5160,GH-14410,txn5157,CA-2018-163006,5,2019-12-30,65,Store_156,Store156,Curbside,Central,1772,TEC-PH-10002584,Samsung Galaxy S4,null,2,Hip-Hop,null,1,Dark,2,Medium,Relaxed,CAT003,Technology,null,Bounce,8,1001.584,190.5658869,0,0,1,2019-10-27,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5161,GH-14410,txn5158,CA-2018-163006,1,2019-12-30,65,Store_156,Store156,Curbside,Central,53,FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,null,2,Casual,null,1,Bright,1,Medium,Tapered,CAT001,Furniture,null,Bounce,8,569.058,113.0401828,0,0,1,2019-10-13,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5162,GH-14410,txn5159,CA-2018-163006,1,2019-12-29,65,Store_156,Store156,Curbside,Central,272,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",null,2,Hip-Hop,null,4,Light,3,Small,Relaxed,CAT001,Furniture,null,Beautify,9,14.224,2.743473115,1,0,0,2019-11-17,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5163,AG-10495,txn5160,CA-2016-156146,2,2019-12-29,200,Store_345,Store345,Online,West,1730,TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,null,1,Casual,null,4,Dark,3,Extra Large,Regular,CAT003,Technology,null,Murphy,7,105.584,4.980073228,0,0,1,2019-10-06,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5164,AG-10495,txn5161,CA-2016-156146,8,2019-12-29,200,Store_345,Store345,Online,West,1720,TEC-PH-10001527,Plantronics MX500i Earset,null,3,Formal,null,2,Other,2,Small,Tapered,CAT003,Technology,null,Aerodyne,8,68.72,12.83854411,0,0,1,2019-12-15,N,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5165,TS-21430,txn5162,CA-2015-111192,5,2019-12-29,162,Store_006,Store006,Online,West,26,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",null,4,Hip-Hop,null,1,Other,2,Extra Large,Relaxed,CAT001,Furniture,null,Aerodyne,8,1367.84,273.2913443,0,0,1,2019-11-16,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5166,AJ-10945,txn5163,CA-2017-115378,1,2019-12-29,81,Store_100,Store100,Delivery,Central,64,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,null,2,Party,null,2,Other,2,Large,Relaxed,CAT001,Furniture,null,Aerospace,8,301.96,45.64766345,0,0,1,2019-12-07,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5167,SJ-20215,txn5164,CA-2016-161627,8,2019-12-29,106,Store_055,Store055,Delivery,West,115,FUR-CH-10003968,Novimex Turbo Task Chair,null,3,Hip-Hop,null,4,Light,3,Large,Slim,CAT001,Furniture,null,Godsub,9,170.352,30.07550104,1,0,0,2019-11-16,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5168,SC-20020,txn5165,CA-2015-121006,8,2019-12-29,null,0,null,Delivery,null,505,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",null,2,Casual,null,4,Bright,3,Large,Slim,CAT002,Office Supplies,null,Respont,10,3.9,0.909476998,1,0,0,2019-11-16,N,Same Day,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5169,SC-20020,txn5166,CA-2015-121006,2,2019-12-29,null,0,null,Delivery,null,1018,OFF-PA-10000130,Xerox 199,null,3,Casual,null,4,Dark,3,Small,Regular,CAT002,Office Supplies,null,Bounce,9,12.84,1.557550429,1,0,0,2019-11-08,N,First Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5170,SC-20020,txn5167,CA-2015-121006,6,2019-12-29,null,0,null,Delivery,null,1168,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),null,1,Party,null,5,Light,1,Large,Tapered,CAT002,Office Supplies,null,Murphy,10,15.84,0.610784083,1,0,0,2019-12-29,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5171,SC-20020,txn5168,CA-2015-121006,4,2019-12-29,null,0,null,Delivery,null,135,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,null,3,Party,null,2,Dark,3,Small,Regular,CAT001,Furniture,null,Bounce,9,563.94,102.6525243,1,0,0,2019-11-02,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5172,SC-20020,txn5169,CA-2015-121006,6,2019-12-29,null,0,null,Delivery,null,1414,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,null,3,Casual,null,1,Other,1,Xtra Small,Regular,CAT002,Office Supplies,null,Redash,9,62.94,1.65385488,1,0,0,2019-10-12,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5173,SC-20020,txn5170,CA-2015-121006,2,2019-12-29,null,0,null,Delivery,null,1339,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",null,2,Hip-Hop,null,4,Light,2,Small,Regular,CAT002,Office Supplies,null,Beautify,7,535.41,11.75266759,0,0,1,2019-10-07,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5174,LA-16780,txn5171,CA-2017-122903,2,2019-12-29,161,Store_186,Store186,Online,Central,81,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,null,1,Hip-Hop,null,2,Other,2,Xtra Small,Tapered,CAT001,Furniture,null,Lifestyle,10,3504.9,238.2038999,1,0,0,2019-10-29,Y,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5175,LA-16780,txn5172,CA-2017-122903,9,2019-12-29,161,Store_186,Store186,Online,Central,1123,OFF-PA-10001790,Xerox 1910,null,1,Formal,null,2,Light,2,Large,Tapered,CAT002,Office Supplies,null,Bounce,10,144.12,33.92078757,1,0,0,2019-12-14,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5176,LA-16780,txn5173,CA-2017-122903,4,2019-12-29,161,Store_186,Store186,Online,Central,1077,OFF-PA-10000994,Xerox 1915,null,4,Hip-Hop,null,5,Light,1,Medium,Regular,CAT002,Office Supplies,null,Canany,9,314.55,43.12400688,1,0,0,2019-11-23,N,First Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5177,FC-14335,txn5174,CA-2016-107741,10,2019-12-29,6,Store_260,Store260,Online,West,551,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",null,2,Hip-Hop,null,1,Other,3,Extra Large,Tapered,CAT002,Office Supplies,null,Beautify,10,3.408,0.096951669,1,0,0,2019-11-24,N,Same Day,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5178,CA-12265,txn5175,CA-2018-106432,9,2019-12-29,null,0,null,Delivery,null,747,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",null,2,Casual,null,2,Dark,2,Xtra Small,Relaxed,CAT002,Office Supplies,null,Trust Nom,8,2.072,0.505304571,0,0,1,2019-10-12,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5179,CA-12265,txn5176,CA-2018-106432,3,2019-12-29,null,0,null,Delivery,null,43,FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,null,3,Casual,null,3,Other,1,Small,Regular,CAT001,Furniture,null,Godsub,8,328.3992,65.29110164,0,0,1,2019-12-29,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5180,JH-15985,txn5177,CA-2017-148908,10,2019-12-29,181,Store_010,Store010,Delivery,West,724,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,null,1,Party,null,1,Dark,2,Large,Tapered,CAT002,Office Supplies,null,Beautify,9,53.248,6.84488588,1,0,0,2019-10-26,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5181,AJ-10795,txn5178,CA-2017-123015,4,2019-12-29,140,Store_024,Store024,Online,East,842,OFF-BI-10004967,Round Ring Binders,null,1,Casual,null,1,Light,1,Extra Large,Relaxed,CAT002,Office Supplies,null,Beautify,9,4.992,0.28793642,1,0,0,2019-11-05,N,First Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5182,BT-11395,txn5179,US-2016-120502,6,2019-12-29,358,Store_002,Store002,Online,West,317,FUR-FU-10004973,Flat Face Poster Frame,null,3,Formal,null,5,Dark,1,Xtra Small,Relaxed,CAT001,Furniture,null,Lifestyle,8,37.68,3.745637793,0,0,1,2019-10-16,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5183,BT-11395,txn5180,US-2016-120502,3,2019-12-29,358,Store_002,Store002,Online,West,1807,TEC-PH-10003645,Aastra 57i VoIP phone,null,2,Hip-Hop,null,3,Other,3,Large,Tapered,CAT003,Technology,null,Bounce,10,258.576,18.9518983,1,0,0,2019-11-02,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5184,BT-11395,txn5181,US-2016-120502,10,2019-12-29,358,Store_002,Store002,Online,West,471,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,null,4,Casual,null,3,Bright,3,Extra Large,Relaxed,CAT002,Office Supplies,null,Bostel,9,75.84,7.958631738,1,0,0,2019-11-24,N,First Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5185,DJ-13510,txn5182,CA-2018-108749,9,2019-12-29,null,0,null,Online,null,1229,OFF-PA-10003797,Xerox 209,null,4,Hip-Hop,null,2,Other,2,Medium,Slim,CAT002,Office Supplies,null,Renow,10,45.36,2.680399871,1,0,0,2019-12-09,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5186,DJ-13510,txn5183,CA-2018-108749,7,2019-12-29,null,0,null,Online,null,785,OFF-BI-10003707,Aluminum Screw Posts,null,2,Formal,null,1,Dark,3,Xtra Small,Tapered,CAT002,Office Supplies,null,Godsub,10,45.78,2.108585122,1,0,0,2019-10-06,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5187,AG-10675,txn5184,CA-2018-163335,5,2019-12-29,353,Store_113,Store113,Delivery,South,1318,OFF-ST-10000885,Fellowes Desktop Hanging File Manager,null,1,Casual,null,3,Bright,2,Large,Slim,CAT002,Office Supplies,null,Bounce,9,40.29,6.704585512,1,0,0,2019-10-11,N,First Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5188,AG-10675,txn5185,CA-2018-163335,7,2019-12-29,353,Store_113,Store113,Delivery,South,750,OFF-BI-10002827,Avery Durable Poly Binders,null,1,Formal,null,3,Light,3,Small,Slim,CAT002,Office Supplies,null,Bounce,10,38.71,5.614491112,1,0,0,2019-12-29,N,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
5189,JD-15790,txn5186,CA-2016-134719,7,2019-12-29,306,Store_134,Store134,Delivery,South,1408,OFF-ST-10004459,Tennsco Single-Tier Lockers,null,2,Formal,null,2,Other,3,Small,Regular,CAT002,Office Supplies,null,Beautify,8,1801.632,343.4839968,0,0,1,2019-12-24,Y,First Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
